Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-07-18 15:30:00-04:00,115.25,115.25,114.4599991,115.0800018,277271,0,0
2022-07-19 15:30:00-04:00,118.9300003,119.3399963,118.7799988,118.9499969,245516,0,0
2022-07-20 15:30:00-04:00,120.5100021,120.5100021,119.8300018,119.8499985,251715,0,0
2022-07-21 09:30:00-04:00,122.1200027,127.3399963,122.1200027,126.1449966,422133,0,0
2022-07-21 10:30:00-04:00,125.9100037,126.6900024,125.75,126.5100021,233159,0,0
2022-07-21 11:30:00-04:00,126.5400009,127.2300034,126.5,126.8700027,157812,0,0
2022-07-21 12:30:00-04:00,126.8700027,126.9300003,126.5500031,126.7004013,89765,0,0
2022-07-21 13:30:00-04:00,126.7549973,127.1200027,126.5400009,126.6100006,107876,0,0
2022-07-21 14:30:00-04:00,126.6399994,127.0100021,126.3000031,126.7799988,136908,0,0
2022-07-21 15:30:00-04:00,126.7600021,127.2200012,126.6600037,127.1699982,335975,0,0
2022-07-22 09:30:00-04:00,127.4100037,128.5399017,125.3700027,125.5400009,200356,0,0
2022-07-22 10:30:00-04:00,125.6100006,126.6800003,125.3600006,125.4499969,138154,0,0
2022-07-22 11:30:00-04:00,125.4349976,125.75,125.2200012,125.4499969,101665,0,0
2022-07-22 12:30:00-04:00,125.4100037,125.6474991,124.8000031,124.8099976,114570,0,0
2022-07-22 13:30:00-04:00,124.8099976,124.8099976,124.3099976,124.4499969,86227,0,0
2022-07-22 14:30:00-04:00,124.4049988,125.0400009,124.3700027,125.0400009,102100,0,0
2022-07-22 15:30:00-04:00,125.0400009,125.0650024,124.5,125.0599976,164836,0,0
2022-07-25 09:30:00-04:00,125.0500031,125.4100037,123.9499969,124.25,161107,0,0
2022-07-25 10:30:00-04:00,124.2249985,124.3499985,123.7200012,124.2200012,91285,0,0
2022-07-25 11:30:00-04:00,124.1900024,124.4199982,123.8700027,124.1350021,82588,0,0
2022-07-25 12:30:00-04:00,124.1399994,124.5500031,124.1399994,124.4199982,55025,0,0
2022-07-25 13:30:00-04:00,124.4100037,124.5,123.7699966,123.8050003,66212,0,0
2022-07-25 14:30:00-04:00,123.8199997,123.8600006,123.1900024,123.5400009,148944,0,0
2022-07-25 15:30:00-04:00,123.5199966,124.3300018,123.4000015,124.2099991,193169,0,0
2022-07-26 09:30:00-04:00,124.6600037,124.7799988,123.4899979,123.6500015,87017,0,0
2022-07-26 10:30:00-04:00,123.4800034,124.0699997,123.4649963,123.6699982,64838,0,0
2022-07-26 11:30:00-04:00,123.6699982,124.5500031,123.3700027,124.5199966,108242,0,0
2022-07-26 12:30:00-04:00,124.4899979,125.2699966,124.4300003,125.1449966,220122,0,0
2022-07-26 13:30:00-04:00,125.1200027,125.6299973,124.8300018,125.2399979,162647,0,0
2022-07-26 14:30:00-04:00,125.2399979,125.3499985,124.9550018,125.1999969,162527,0,0
2022-07-26 15:30:00-04:00,125.1999969,125.4400024,125.0100021,125.1800003,199559,0,0
2022-07-27 09:30:00-04:00,125.0400009,126.5899963,124.7099991,126.1399994,215760,0,0
2022-07-27 10:30:00-04:00,126.1100006,126.1100006,125.5699997,125.6900024,87370,0,0
2022-07-27 11:30:00-04:00,125.6999969,125.8899994,125.3600006,125.8799973,63931,0,0
2022-07-27 12:30:00-04:00,125.8899994,126.4300003,125.7399979,126.3300018,145324,0,0
2022-07-27 13:30:00-04:00,126.2799988,126.8850021,126.1900024,126.3199997,94300,0,0
2022-07-27 14:30:00-04:00,126.2699966,128.2700043,125.9499969,128.2700043,202904,0,0
2022-07-27 15:30:00-04:00,128.3300018,128.3300018,127.5199966,127.6800003,181411,0,0
2022-07-28 09:30:00-04:00,128.1699982,128.3600006,126.7799988,128.3399963,177870,0,0
2022-07-28 10:30:00-04:00,128.4499969,131.3350067,128.3500061,131.3350067,237074,0,0
2022-07-28 11:30:00-04:00,131.4400024,131.4400024,130.3800049,130.6799927,317018,0,0
2022-07-28 12:30:00-04:00,130.7200012,131.5500031,130.5350037,131.3849945,206284,0,0
2022-07-28 13:30:00-04:00,131.3500061,131.7449951,131.1699982,131.5099945,150639,0,0
2022-07-28 14:30:00-04:00,131.5549927,131.8249969,131.2400055,131.4799957,255352,0,0
2022-07-28 15:30:00-04:00,131.4700012,131.5200043,130.9100037,131.0700073,313894,0,0
2022-07-29 09:30:00-04:00,131.2700043,133.0399933,130.8999939,132.5149994,367092,0,0
2022-07-29 10:30:00-04:00,132.4850006,132.9799957,132.2799988,132.4799957,195656,0,0
2022-07-29 11:30:00-04:00,132.4499969,133.3099976,132.4474945,133.0549927,185154,0,0
2022-07-29 12:30:00-04:00,133.0599976,133.6999969,132.8699951,133.5500031,151201,0,0
2022-07-29 13:30:00-04:00,133.5399933,134,133.2001038,133.9850006,165583,0,0
2022-07-29 14:30:00-04:00,134,134.479599,133.9600067,134.4400024,237315,0,0
2022-07-29 15:30:00-04:00,134.4100037,134.5,133.9700012,134.1100006,399199,0,0
2022-08-01 09:30:00-04:00,133.5099945,134.6900024,133.5099945,134.0200043,234363,0,0
2022-08-01 10:30:00-04:00,134.0200043,135,133.75,134.5599976,154171,0,0
2022-08-01 11:30:00-04:00,134.4700012,135.2299957,133.8399963,134.3600006,129730,0,0
2022-08-01 12:30:00-04:00,134.3999939,134.6799927,133.8999939,133.9299927,111877,0,0
2022-08-01 13:30:00-04:00,133.7899933,134.1199951,133.5050049,133.7700043,100272,0,0
2022-08-01 14:30:00-04:00,133.7400055,133.8899994,133.3899994,133.4199982,73947,0,0
2022-08-01 15:30:00-04:00,133.3999939,133.6000061,133.2599945,133.4100037,142588,0,0
2022-08-02 09:30:00-04:00,132.4100037,133.5899963,132.0500031,133.5,251699,0,0
2022-08-02 10:30:00-04:00,133.6300049,134.6799927,132.9700012,133.1150055,132552,0,0
2022-08-02 11:30:00-04:00,133.1399994,133.4600067,132.5700073,133.4600067,100002,0,0
2022-08-02 12:30:00-04:00,133.5500031,133.8600006,132.6600037,132.7200012,101831,0,0
2022-08-02 13:30:00-04:00,132.6900024,132.6900024,132.1000061,132.25,127050,0,0
2022-08-02 14:30:00-04:00,132.2200012,132.3800049,131.5,131.7899933,118644,0,0
2022-08-02 15:30:00-04:00,131.7700043,131.9349976,131.0899963,131.2700043,235359,0,0
2022-08-03 09:30:00-04:00,133.8600006,135.2599945,133.3699951,133.9299927,452193,0,0
2022-08-03 10:30:00-04:00,133.8742981,134.9217072,133.3699951,134.4100037,351102,0,0
2022-08-03 11:30:00-04:00,134.4100037,135.1600037,133.8999939,134.9299927,286150,0,0
2022-08-03 12:30:00-04:00,134.9600067,135.2400055,134.4900055,134.6600037,235416,0,0
2022-08-03 13:30:00-04:00,134.5899963,134.6900024,133.9850006,134.4100037,145399,0,0
2022-08-03 14:30:00-04:00,134.4199982,135.0800018,134.2624969,134.6499939,212697,0,0
2022-08-03 15:30:00-04:00,134.6600037,135.0299988,134.4700012,134.5399933,219343,0,0
2022-08-04 09:30:00-04:00,134.6900024,135,133.0231934,133.5650024,122605,0,0
2022-08-04 10:30:00-04:00,133.5399933,134.2050018,132.7400055,133.75,144398,0,0
2022-08-04 11:30:00-04:00,133.7100067,134.1799927,133.3249969,134.0700073,64498,0,0
2022-08-04 12:30:00-04:00,134.0399933,134.2599945,133.5599976,133.8899994,70831,0,0
2022-08-04 13:30:00-04:00,133.8500061,134.1199951,133.4900055,133.6300049,65246,0,0
2022-08-04 14:30:00-04:00,133.6499939,134.2100067,133.4499969,134.0700073,74283,0,0
2022-08-04 15:30:00-04:00,134.0899963,134.1000061,133.6100006,133.75,169718,0,0
2022-08-05 09:30:00-04:00,132.2700043,133.5599976,131.75,132.9100037,87122,0,0
2022-08-05 10:30:00-04:00,132.9199982,133.6000061,132.2200012,132.2200012,67318,0,0
2022-08-05 11:30:00-04:00,132.1499939,132.9199982,132.1499939,132.6499939,67841,0,0
2022-08-05 12:30:00-04:00,132.6499939,133.2400055,132.4100037,132.7200012,50084,0,0
2022-08-05 13:30:00-04:00,132.7299957,133.2899933,132.7299957,132.9600067,43477,0,0
2022-08-05 14:30:00-04:00,132.9100037,133.25,132.6750031,133.25,60331,0,0
2022-08-05 15:30:00-04:00,133.2200012,133.8399963,133.2200012,133.5299988,148126,0,0
2022-08-08 09:30:00-04:00,134.1999969,134.4199982,132.5500031,133.2599945,211168,0,0
2022-08-08 10:30:00-04:00,133.3300018,133.7400055,133,133.25,133287,0,0
2022-08-08 11:30:00-04:00,133.2200012,133.6399994,132.6600037,132.7899933,95394,0,0
2022-08-08 12:30:00-04:00,132.8099976,133.0099945,132.5599976,132.8500061,66899,0,0
2022-08-08 13:30:00-04:00,132.9100037,133.1399994,132.2799988,132.3200073,86040,0,0
2022-08-08 14:30:00-04:00,132.2899933,132.5650024,132.1399994,132.4100037,136405,0,0
2022-08-08 15:30:00-04:00,132.3300018,132.7050018,132.2799988,132.4600067,297642,0,0
2022-08-09 09:30:00-04:00,132.5,132.5,129.75,129.8099976,146714,0,0
2022-08-09 10:30:00-04:00,129.8200073,130.1999969,129.4600067,130.1399994,101480,0,0
2022-08-09 11:30:00-04:00,130.0899963,130.1300049,129.5299988,129.5500031,70157,0,0
2022-08-09 12:30:00-04:00,129.5500031,129.5500031,129.1799927,129.2299957,51513,0,0
2022-08-09 13:30:00-04:00,129.2400055,129.25,128.0200043,128.1396942,84524,0,0
2022-08-09 14:30:00-04:00,128.1100006,128.9100037,128.0399933,128.8500061,99134,0,0
2022-08-09 15:30:00-04:00,128.8300018,129.0099945,128.5200043,128.8699951,176077,0,0
2022-08-10 09:30:00-04:00,131.3699951,132.0700073,130.1499939,131.3699951,128674,0,0
2022-08-10 10:30:00-04:00,131.4100037,132.2599945,131.1199951,132.1100006,115929,0,0
2022-08-10 11:30:00-04:00,132.1000061,132.1000061,131.2949982,131.4550018,78588,0,0
2022-08-10 12:30:00-04:00,131.4499969,131.7799988,131.3999939,131.5899963,81959,0,0
2022-08-10 13:30:00-04:00,131.5899963,132.0200043,131.5299988,131.8399963,70906,0,0
2022-08-10 14:30:00-04:00,131.8399963,132.3800049,131.7400055,132.3049927,105727,0,0
2022-08-10 15:30:00-04:00,132.2879944,132.7700043,132.2100067,132.5500031,235090,0,0
2022-08-11 09:30:00-04:00,132.9100037,134.8699951,132.4600067,134.6999969,194543,0,0
2022-08-11 10:30:00-04:00,134.8000031,135.1300049,133.8000031,133.8224945,185513,0,0
2022-08-11 11:30:00-04:00,133.8249969,134.1600037,132.7400055,133.1999969,111792,0,0
2022-08-11 12:30:00-04:00,133.2050018,133.2899933,132.8500061,133.1399994,89188,0,0
2022-08-11 13:30:00-04:00,133.1150055,133.1750031,132.3600006,132.5650024,78361,0,0
2022-08-11 14:30:00-04:00,132.5899963,132.5899963,131.6900024,131.8800049,150652,0,0
2022-08-11 15:30:00-04:00,131.8899994,132,131.5899963,131.9299927,199027,0,0
2022-08-12 09:30:00-04:00,132.2599945,132.75,131.5099945,132.3766022,178801,0,0
2022-08-12 10:30:00-04:00,132.1750031,132.3200073,131.4299927,131.9750061,75320,0,0
2022-08-12 11:30:00-04:00,131.9799957,132.5,131.9700012,132.5,66406,0,0
2022-08-12 12:30:00-04:00,132.5200043,133.0899963,132.4750061,132.8500061,69893,0,0
2022-08-12 13:30:00-04:00,132.9100037,132.9900055,132.6049957,132.75,51017,0,0
2022-08-12 14:30:00-04:00,132.7599945,133.4700012,132.6699982,133.3549957,69598,0,0
2022-08-12 15:30:00-04:00,133.3600006,133.6300049,133.1600037,133.5299988,162067,0,0
2022-08-15 09:30:00-04:00,133.2799988,134.4100037,132.6699982,133.8200073,140723,0,0
2022-08-15 10:30:00-04:00,133.8800049,133.9400024,132.9299927,133.3811035,147493,0,0
2022-08-15 11:30:00-04:00,133.3899994,133.9900055,133.3099976,133.8950043,86691,0,0
2022-08-15 12:30:00-04:00,133.8600006,134.3999939,133.7749939,134.2100067,79042,0,0
2022-08-15 13:30:00-04:00,134.2250061,134.4600067,134.0599976,134.3099976,88119,0,0
2022-08-15 14:30:00-04:00,134.3600006,134.6199951,134.0003052,134.1849976,304918,0,0
2022-08-15 15:30:00-04:00,134.1399994,134.1950073,133.8500061,133.9600067,202467,0,0
2022-08-16 09:30:00-04:00,132.8899994,133.4199982,131.6600037,131.7700043,267340,0,0
2022-08-16 10:30:00-04:00,131.7700043,132.6799927,131.6750031,132.6600037,158420,0,0
2022-08-16 11:30:00-04:00,132.5800018,133.1000061,132.2700043,132.2799988,148469,0,0
2022-08-16 12:30:00-04:00,132.3200073,132.5599976,131.7700043,132.1699982,183815,0,0
2022-08-16 13:30:00-04:00,132.1399994,133.3049927,131.9299927,133.1582031,197673,0,0
2022-08-16 14:30:00-04:00,133.2100067,133.3450012,132.1999969,132.6199951,134053,0,0
2022-08-16 15:30:00-04:00,132.5850067,133.1999969,132.4799957,132.7599945,303418,0,0
2022-08-17 09:30:00-04:00,148.8399963,149,140.6233063,141.9250031,1387483,0,0
2022-08-17 10:30:00-04:00,141.8200073,142.4499969,140.0299988,141.8600006,510674,0,0
2022-08-17 11:30:00-04:00,141.9100037,142.5899963,141.3099976,142.3399963,433211,0,0
2022-08-17 12:30:00-04:00,142.3652039,143.3600006,141.8600006,142.4149933,323427,0,0
2022-08-17 13:30:00-04:00,142.3800049,143.6100006,142.3800049,143.375,341251,0,0
2022-08-17 14:30:00-04:00,143.3800049,143.8500061,142.2899933,142.6000061,300011,0,0
2022-08-17 15:30:00-04:00,142.5500031,142.5599976,141.9499969,142.25,548001,0,0
2022-08-18 09:30:00-04:00,141.8800049,141.9631958,138.7599945,139.5549927,352224,0,0
2022-08-18 10:30:00-04:00,139.6600037,140.3300018,139.0899963,139.5800018,186523,0,0
2022-08-18 11:30:00-04:00,139.6007996,140.1999969,138.9400024,139.0299988,126644,0,0
2022-08-18 12:30:00-04:00,139.0899963,139.5299988,138.8800049,139.5050049,137900,0,0
2022-08-18 13:30:00-04:00,139.5099945,140.0500031,139.4199982,140.0200043,207616,0,0
2022-08-18 14:30:00-04:00,140,140.5850067,139.9100037,140.4700012,218420,0,0
2022-08-18 15:30:00-04:00,140.4850006,140.5500031,139.6499939,140.0899963,266401,0,0
2022-08-19 09:30:00-04:00,139.3500061,139.6199951,137.9100037,138.8899994,359591,0,0
2022-08-19 10:30:00-04:00,138.9199982,139.7299957,137.8500061,138.0050049,133860,0,0
2022-08-19 11:30:00-04:00,138.0700073,139.1199951,138.0700073,138.8950043,80263,0,0
2022-08-19 12:30:00-04:00,138.8782959,138.9199982,138.0700073,138.0700073,113698,0,0
2022-08-19 13:30:00-04:00,138.0700073,138.3699951,137.6399994,138,90268,0,0
2022-08-19 14:30:00-04:00,137.9750061,137.9900055,137.2599945,137.6900024,139003,0,0
2022-08-19 15:30:00-04:00,137.6900024,137.75,137.3000031,137.6100006,337357,0,0
2022-08-22 09:30:00-04:00,135.3000031,136.0299988,134.4600067,135.5749969,183787,0,0
2022-08-22 10:30:00-04:00,135.4850006,135.5399933,134.8899994,134.9499969,91522,0,0
2022-08-22 11:30:00-04:00,134.9700012,135,134.3500061,134.6999969,103534,0,0
2022-08-22 12:30:00-04:00,134.6300049,135,134.184494,134.3699951,94239,0,0
2022-08-22 13:30:00-04:00,134.3999939,134.4550018,133.5800018,133.5800018,115041,0,0
2022-08-22 14:30:00-04:00,133.5700073,134.1900024,133.5599976,133.6699982,216407,0,0
2022-08-22 15:30:00-04:00,133.6849976,133.9799957,133.6199951,133.9799957,248345,0,0
2022-08-23 09:30:00-04:00,133.1100006,134.1049957,132.0440063,133.6600037,209954,0,0
2022-08-23 10:30:00-04:00,133.6999969,133.7886963,132.6999969,132.8000031,116812,0,0
2022-08-23 11:30:00-04:00,132.7700043,133.1999969,132.2299957,132.2799988,85526,0,0
2022-08-23 12:30:00-04:00,132.2200012,132.8999939,132.2200012,132.6699982,99262,0,0
2022-08-23 13:30:00-04:00,132.6699982,132.8200073,132.1799927,132.7799988,94754,0,0
2022-08-23 14:30:00-04:00,132.7400055,133.2749939,132.4900055,132.9210052,92040,0,0
2022-08-23 15:30:00-04:00,132.9100037,132.9550018,132.5,132.6300049,198533,0,0
2022-08-24 09:30:00-04:00,133.0200043,134.1199951,132.6499939,133.8300018,115560,0,0
2022-08-24 10:30:00-04:00,133.8399963,134.0549927,132.9600067,133.9700012,114101,0,0
2022-08-24 11:30:00-04:00,134.0050049,134.5399933,133.8399963,134.0099945,133019,0,0
2022-08-24 12:30:00-04:00,133.9949951,134.0149994,133.0500031,133.0500031,69921,0,0
2022-08-24 13:30:00-04:00,133.0899963,133.5599976,133.0299988,133.4199982,66225,0,0
2022-08-24 14:30:00-04:00,133.4199982,134.1799927,133.25,133.9299927,97136,0,0
2022-08-24 15:30:00-04:00,133.9349976,133.9600067,133.4400024,133.6600037,158729,0,0
2022-08-25 09:30:00-04:00,135.3000031,135.6699982,134.2100067,135.0700073,195309,0,0
2022-08-25 10:30:00-04:00,135.0700073,135.1349945,133.9900055,134.1900024,77768,0,0
2022-08-25 11:30:00-04:00,134.2200012,134.8200073,134.1900024,134.5299988,101914,0,0
2022-08-25 12:30:00-04:00,134.5399933,134.6199951,134.0099945,134.5500031,61358,0,0
2022-08-25 13:30:00-04:00,134.6049957,135.2299957,134.5500031,135.0200043,113794,0,0
2022-08-25 14:30:00-04:00,135.0599976,135.4400024,134.7599945,135.4299927,101802,0,0
2022-08-25 15:30:00-04:00,135.4499969,136.0800018,135.3300018,136.0500031,180439,0,0
2022-08-26 09:30:00-04:00,136,136.0500031,133.5200043,133.625,125740,0,0
2022-08-26 10:30:00-04:00,133.5399933,133.6300049,132.6799927,133.0200043,185165,0,0
2022-08-26 11:30:00-04:00,133.0200043,133.4199982,131.5,131.5700073,72770,0,0
2022-08-26 12:30:00-04:00,131.5899963,132.0850067,131.3650055,132.0500031,92201,0,0
2022-08-26 13:30:00-04:00,132,132,130.3600006,130.4049988,100237,0,0
2022-08-26 14:30:00-04:00,130.3200073,130.5,129.7799988,130.0800018,158085,0,0
2022-08-26 15:30:00-04:00,130.0424957,130.1649933,129.7799988,129.8600006,230684,0,0
2022-08-26 16:00:00-04:00,129.8699951,129.8699951,129.8699951,129.8699951,0,0,0
